サークル名 (Circle),"ふりがな (Circle, phonetically)",URL,ジャンル (Genre),Vocal,主な頒布CD (Album),原曲アレンジの程度 (?),一言
あなざーでぃめんしょん,あなざーでぃめんしょん,http://anotherdimension.xrea.jp/another/,ハードロック、ヘヴィメタル,,東方鋼鉄師,原曲重視,
あぷえぬすたーと！,あぷえぬすたーと！,http://tuguna.info/,ポップス、トランス,男女,東方ラヂヲ和歌集　～Vocal Arrange Musics～,原曲維持～破壊,東方ヴォーカルの先駆け的存在。((獏)
アフターバーナー,あふたーばーなー,http://after-burner.jp/,フュージョン,,東方見聞録シリーズ,原曲維持,適度な速度と軽快なテンポで楽しめる。(浅葱)
あみゅれっとぉ。,あみゅれっとぉ。,http://aoiro.yu-nagi.com/,弦楽,,The Grimoire of Marionettes,原曲重視,弦楽アンサンブルアレンジ。(イール)
あらいぐまファクトリー,あらいぐまふぁくとりー,http://www.raccoon-factory.com/,ロック,女,東方裏屋台聖戦,原曲維持,シンプルなロック調アレンジに合わせた女声ボーカル。（Black）
ありすふれんず,ありすふれんず,http://alicefriend.blog116.fc2.com/,,,Wonderland,,
アルトノイラント,あるとのいらんと,http://altneuland.net/,ピアノ,,届け、我らの頭上に在りし水なき海へ,原曲維持,
あるみかんのうえにあるみかん。 ,あるみかんのうえにあるみかん,http://hirano323.sakura.ne.jp/,ピアノ,,東方ピアノCD①,原曲重視,シンプルだが丁寧なピアノ生演奏アレンジ。（和泉）
あんかけ屋,あんかけや,http://blog.livedoor.jp/ankakeya9314/,テクノ、ハードコア、プログレ,,Lunatic**party night,原曲維持,
あんころ箱 ,あんころばこ,http://www.ankorobox.net/,トランス、ダンス,,Step up! STEP UP!!!,原曲維持,多彩なジャンルで非常に聴き応えがある。(AAA)
いえろ～ぜぶら,いえろ～ぜぶら,http://yellow-zebra.com/,ポップス、エレクトロ,女,東方彗麗歌,原曲維持,代名詞のヴォーカルアレンジと漫才アニメーションM-1ぐらんぷりの２本柱。(イール)
いぐにっしょん,いぐにっしょん,http://touhouignition.web.fc2.com/,ロック,男,Rock'n'Roll in 幻想郷,原曲維持,軽快なポップスロックにボーカルががんばる。（Black）
イチゴ・ファンネル,いちごふぁんねる,http://www.ichigo-funnel.com/,,,SOS ストロベリー・オンザ・ショートケーキ,,
いもけんぴ,いもけんぴ,http://imokenpi1215.blog16.fc2.com/,,,四国祭フォーエバー2011,,
いろえんぴつ,いろえんぴつ,http://iroenpitu.iaigiri.com/,,,空鍋 ～残った出汁はヤバかった～,,
いろはもち,いろはもち,http://irohamochi.web.fc2.com/,和風,,東方暁月奏,原曲維持,
イロハモミジ,いろはもみじ,http://iroha.moo.jp/wordpress/,ポップス、ロック、トランス,女,東方七竃,原曲維持,
いんぷれ。,いんぷれ,http://inpure.web.fc2.com/,ピアノ,,紅霧の演奏会～Piano arrangement～,原曲重視,丁寧かつ重厚な作りのピアノアレンジ。アレンジ自体にも工夫が見られて聴きごたえあり。（Black）
ヴェクセルドミナンテ,ヴぇくせるどみなんて,http://wechdomi.org/,エレクトロ、ハウス,,As Of That Days,原曲維持,ピアノメインのやや暗めなエレクトロ系インスト。（Black）
うにぼく,うにぼく,http://u-2.skr.jp/,ゲームミュージック、テクノ、エレクトロ,,魔理沙と６つのキノコ ORIGINAL SOUNDTRACK,原曲維持,某任天堂ゲームもフィーチャーしたゲームサウンド。（Black）
ウラメンソウル ,うらめんそうる ,http://blog.livedoor.jp/uramen_soul/,,,wakuraba distribution,,
うんちく商事 ,うんちくしょうじ,http://www.unchiku.org/,オーケストラ、ピアノ,,晴憐譜,原曲維持,ピアノ・バイオリン・フルートなどの彩り華やかな協奏曲アレンジ。(AAA)
エレクトリックデイ,えれくとりっくでい,http://circle.yuri903.jellybean.jp/,エレクトロ,,Misfortune,原曲維持,電子音楽系。一部音が少し軽い感じがあるのが残念。(獏)
おおゆきちたい,おおゆきちたい,http://ooyuki.net/,ピアノ,,東佳響漣（とうかきょうれん） -Second Stage-,原曲重視,楽譜参考のmidi。非常に原曲に忠実。(浅葱)
オーライフジャパン,おーらいふじゃぱん,http://o-life.jp/,民族系、メタル,,鋭鋒乃風標,原曲維持,様々なジャンルに挑戦。全体的にアップテンポな曲が多い。(AAA)
おかのうえ ,おかのうえ ,http://www.oknuw.net/,エレクトニカ・テクノ,,Bedroom on Shanghai Spring E.P,原曲重視,
おとなのらくがきちょう,おとなのらくがきちょう,http://kucchi.blog.shinobi.jp/,トランス、ハードコア,,東方楽書帖,原曲維持,
オリエンス,おりえんす,http://www.oriens-music.com/,オーケストラ、ポップス、トランス,女,Passion Blossom,原曲維持,
おるたねーと,おるたねーと,http://orutaneito.blog56.fc2.com/,トランス,,Zwei,原曲維持,
お湯かけ3分,おゆかけさんぷん,http://mixi.jp/show_friend.pl?id=332900,ハードミニマル,,Stoic,,
カ☆マイズ,カ☆マイズ,http://poolist.gokenin.com/,,,東方剛☆拳☆波,,
がぁでんぷろっと,がぁでんぷろっと,,テクノ、エレクトロ,,Various festa,原曲維持,淡々と進む素直な打ち込みアレンジ。（Black）
カオススカッシュ,かおすすかっしゅ,http://chaossquash.blog.shinobi.jp/,,,業火饅,,
かくてるM49,かくてるえむよんきゅう,http://cocktail-m49.com/,ポップス、ロック,女,palette,原曲維持,明るい感じのボーカルが多い。ガールズバンドという印象。(獏)
かくれざとう(Ennui Girl’s Talk),かくれざとう,http://kakurezatou.com/,テクノ、エレクトロ、ロック,,Seeker of Phantasma,原曲維持,原曲の雰囲気を残した打ち込みメインの軽めだが多彩なアレンジ。（和泉）
かくれざとう＋Studio-Stardustglass,かくれざとうぷらすすたじおすたーだすとぐらす,http://kakurezatou.com/cd/the-beat-of-witchcraft/,テクノ、トランス、エレクトロ,,The Beat of Witchcraft,原曲重視,
かぜはふり。,かぜはふり,http://kodamahibikukoro.blog38.fc2.com/,,,pledge,,
ガチムチ兄貴の憂鬱,がちむちあにきのゆううつ,http://touhougay.blog.fc2.com/,,,Melancholic sexy field,,
がっかり軍,がっかりぐん,,,,東方紅茶缶,,
カップ焼きうどん,かっぷやきうどん,http://cupyakiudon.blog.fc2.com/,,,運命の翼-Lunatic Labyrinth-,,
かばやき亭,かばやきてい,http://ayavxyz.xxxxxxxx.jp/,テクノ、エレクトロ,,icy blue,原曲重視,シンプルなダンス系テクノインスト。（Black）
かも,かも,http://kamo.mods.jp/,ピアノ、ボーカロイド,,東方紅鍵盤 ～ Reddy Blood Klavir.,原曲重視,戦闘シーンに使えそうな曲が多く、非常に疾走感がある。(獏)
がらぽん,がらぽん,http://www.geocities.jp/nekoyora/,ロック,,少女酩酊中,原曲破壊,
かりんとう,かりんとう,http://karintoh.ikidane.com/,ロック、トランス,,ふやけたかりんとう,,
かわずごっこ,かわずごっこ,http://kawazugokko43.web.fc2.com/,エレクトロ、ハウス,女,ミニミニガエル,原曲維持,透明感ある打ち込み系アレンジにボイスをフィーチャリング。（Black）
キウイボックス,きういぼっくす,http://kiwibox.web.wox.cc/,バンド,男女,Yet unalterable Apologue love ,原曲維持,幽アリコンピアルバム。非常に聞きやすく、楽しめる作品(浅葱)
きくちけ,きくちけ,,ロック、ポップス,女,東方アレンジ集 其の弐,原曲維持,
きのこハウス,きのこはうす,http://kinoko-house.mistysky.net/,トランス、エレクトロ、ハウス,,東方きのこハウス,原曲維持,心持ちスローでほんの少しダークめなトランス系インスト。（Black）
キマグレめそっど,きまぐれめそっど,http://kimameso.blog131.fc2.com/,オーケストラ、トランス,,東方気紛詩篇vol.1,原曲維持,イメージ豊かなオケアレンジ。トランスも始めたようである。（Black）
キャオラッ！,きゃおらっ！,http://blog.livedoor.jp/kyaoraltu/,バンド,男,化身,原曲維持,
きらきらひかり☆,きらきらひかり☆,http://kira2hikari.com/,テクノ、エレクトロ,,ZUNZUNメドレーの野望,原曲重視,打ち込み原曲重視メドレー。（Black）
ぎんのしずく,ぎんのしずく,http://yuki.kitune.info/,テクノ、エレクトロ、電波ソング,女,きのこが足りない,原曲破壊,１時間ぱちゅぱちゅ言い続ける革命的アレンジ。（みさと）
クイックパンチ,くいっくぱんち,http://akakikuui.blog42.fc2.com/,,,ANAMNESIS,,
グーシャンダグー ,ぐーしゃんだぐー ,http://piroparu.com/,民族,,e-Lfingate,原曲維持,原曲が綺麗に民族風にアレンジされているので非常に聞きやすい。(AAA)
くおりあ,くおりあ,http://qualia.ninja-x.jp/,,,タイトルなし,,
クマノヘヤ,くまのへや,http://kumanoheya.jp/,アカペラ,男,東方多重声　～夢～,原曲維持,アカペラアレンジ。ボーカルは上手いが、楽器部分が時々浮いてる感じがするのが非常に残念。今後に期待。(獏)
くらいむはうす重音部 ,くらいむはうすじゅうおんぶ,http://ameblo.jp/suku-goya/,ラウド、メタル,女, 東方重音紅,原曲維持,重いエレキギターのリフにメロに一ひねり加えたラウドアレンジ。（Black）
クラゲノボーン,くらげのぼーん,http://kurage-bone.6.ql.bz/,ロック,男,東方大丈夫 ,原曲維持～破壊,
グラサンねこ,ぐらさんねこ,http://jet-cat.sakura.ne.jp/,トランス、ジャズ、オーケストラ,,東方再混合 一式,原曲維持,
ぐらんしゃりお,ぐらんしゃりお,http://gchariot-am1225.6.ql.bz/,ロック、メタル,男,Filled in night star,原曲重視,
ぐりぱる・ワールド,ぐりぱるわーるど,http://gulipalu.syogyoumujou.com/,,,幻想の宴,,
クレバスランプ,くればすらんぷ,http://crevasselamp.net/,エレクトロニカ、ポップス,女,幽日に咲かす、千年の桜 ,原曲維持,ゆゆ様をテーマにしたメドレー風アレンジ。(AAA)
クロックタイムアナグラム,くろっくたいむあなぐらむ,http://clocktimeanagram.web.fc2.com/,ロック,男,幻想求故紫花狂咲罪 ,原曲維持,エレキギターによるロックアレンジ。(イール)
クロネコラウンジ,くろねこらうんじ,http://blog.livedoor.jp/rinx2musixxx/,ハウス、エレクトロ,,"House set of ""Imperishable Night""",原曲維持,アレンジャー公募によるハウス系アレンジがぎっしり。いろいろなスタイルがあって飽きない。（和泉）
けりぃのわんだぁらんどぅ,けりぃのわんだぁらんどぅ,http://blogs.yahoo.co.jp/kelly04_03,,,Little World,,
ごーすとのーと,ごーすとのーと,,,,星詠の巫女,,
ココナツあみゅれっとぉ。,ここなつあみゅれっとぉ,,オーケストラ,男,大吟醸かぜはふり,原曲維持,
ココナツプリン,ここなつぷりん,http://coconutpudding.xxxxxxxx.jp/,ジャズ、エレクトロニカ,,雲居にまがふ沖つ白波,原曲維持,
ゴツまさ倶楽部,ごつまさくらぶ,http://o-life.jp/gtms0001/,民族、エレクトロ,,ゴツまさ倶楽部,原曲維持,k-wave LABとオーライフジャパンの合同サークル。退廃的な曲調にいろいろな弦楽器がしっくり。（Black）
こなぐすり,こなぐすり,http://www.conagusuri.com/,ポップス、テクノ、ロック,,東方河童乃薬,原曲維持～破壊,歌物メイン。電波ソング率高め。(イール)
こはくてゐ,こはくてゐ,http://fushinsya.blog92.fc2.com/,ワルツ,,風ノ音四重奏≪カゼノネカルテット≫,原曲維持,
こもど～ね,こもど～ね,http://cielbleu.qee.jp/comodone/,ロック、ハードロック,男女,ALIVE,原曲維持,ハイトーン男声ボーカルが激しく大胆かつ丁寧な生演奏で引き立ってヘビロテになりそう。（Black）
ゴリラ公園,ごりらこうえん,http://efumajor7th.web.fc2.com/,,,TOHO Fm,,
ごんばこんなか,ごんばこんなか,http://tora-sh.jugem.jp/,,,oysm_,原曲維持,
こん茶,こんちゃ,http://koncha9137.web.fc2.com/,クラシック、オーケストラ,,妖怪山の演奏会,原曲重視,原曲メロを活かしたゆったり系クラシックインスト。（Black）
ザ・フライング発狂団,ざふらいぐはっきょうだん,http://flyinghakkyou.blog57.fc2.com/,ロック,男,紅月のロックンロール,原曲維持～破壊,ライブ感満載のシンプルなエレキギターメインロックボーカルアレンジ。（Black）
サークルRW,さーくるあーるだぶりゅー,http://www.circle-rw.net/,トランス、ピアノ,女,Fateful blossoms,原曲維持,
サークル加藤,さーくるかとう,http://circlekatoh.web.fc2.com/,テクノ,,東方加藤－＠,原曲重視,
さかばと,さかばと,http://tuutenn.s66.xrea.com/,ロック,,幻想の視る夢,原曲維持,力強いドラムがを中心としたアレンジ。(イール)
さかばと,さかばと,http://tuutenn.s66.xrea.com/,ロック,,幻想の視る夢,原曲維持,そうだ 幻想郷、行こう。(アルクヴェスタ)
さくらようかん,さくらようかん,http://www.sakurayoukan.com/,ポップス,女,煌緋月,原曲維持,
ササラヤ,ささらや,http://tsubu.ath.cx/~ssry/,エレクトロニカ、シンセ,,六十年ノ色彩,原曲維持,様々なアレンジを行っている。どれも手堅く安定している印象。(獏)
サディステックブラウニ,さでぃすてっくぶらうに,http://butaotome.web.fc2.com/sadbra_tokusetu.html,ポップス,女,サディステックブラウニー,原曲維持,カップリング合同ＣＤ。感情の籠もった歌声がが印象的。(UR)
